item_1,item_2,item_3,item_4
186754073,188463322,188558837,187401168
182272621,185684828,186068834,146235036
191909658,203251063,199078517,197627169
127505414,143568368,37500231,129865157
202027206,209170183,206914975,209175353
166751496,167227375,165757653,164091436
104309636,32994947,141906482,41160812
185061795,181140239,190208776,140987141
181166584,188648311,188567574,180652935
197164022,201544142,190492367,206233559
192363974,164860423,206508914,189811035
202655500,187567864,186755909,187543786
44161347,114276782,110721869,96002750
181358077,180613858,144050836,179104365
193844376,197434618,141242977,200034074
91157113,121918140,88348964,52014344
16730202,14678432,16090234,18928273
135658257,132762406,127625113,132440072
166497795,171808535,178617640,167694508
120351028,109266731,119227790,124057039
196229074,152441771,194792417,184010238
161396631,153236628,181882677,152338810
206150826,209144619,209043606,190393133
207645471,205050347,204972965,193917753
73363746,73873113,72390908,72930784
132019541,131325162,70547217,130351006
195943669,203446209,195856332,195717607
151267183,161145014,107671747,157552187
139995940,141034306,102965001,140005331
203513059,206688184,177326435,211584175
151060149,121840380,147319392,136195145
187840554,181968885,181337928,181156496
60585286,48461686,47828576,65080972
94302398,61795740,103714019,81195276
170044869,197366266,200418535,166025161
143925105,143268258,152290233,152606241
140484822,143411567,37500231,143538192
122543453,187263534,193546523,132603998
191365536,195129893,190489381,193464105
165366634,177221608,163009223,166973143
188464120,202096005,127792744,174021116
75556564,67700522,77096071,75917222
172785363,128590269,81235119,171520744
137020242,145754903,184455121,144159254
154776249,149483166,152729065,123944800
134842799,138886744,171848417,133357210
165257996,164952052,161222105,138623047
161950492,209505560,50235496,200639682
126910650,122356878,82332876,129606318
83676192,108309595,111365925,99747865
63534862,70730780,59488578,78276198
195028765,206400150,173112904,148326476
171134915,158864355,165233320,170283750
157006469,144809870,134380229,162351685
183280467,184324364,151368183,148907035
192792774,188947765,193389383,183639308
193656510,195129893,192031844,192304171
143295694,147923077,69771846,144873316
77899829,135697649,8987188,151495930
115858177,138804694,148193411,154357320
169382056,140514463,139626264,148397172
212029399,212029216,208412573,212029169
205283945,205571360,208554724,204256121
168779274,168594325,138570882,165825398
195728241,211437263,193389383,212303035
57892207,33796497,66190182,48699318
133409450,135600084,138070019,136205824
159371792,158493448,155012082,66944616
109878359,181658800,157800148,91595512
182333441,197388359,202324268,199638790
153052548,142859230,154343623,164246119
192885069,181493676,131001811,179839841
162392566,171345594,192445052,203331320
193144753,191111204,191907458,191626639
165646897,169655951,131418838,160829392
59208491,112092953,111937176,110132917
142278124,182322052,191485453,178931680
120905004,139716390,155869868,154940272
170317363,182845903,196976080,80737450
19290585,19763955,14872553,18479476
202008513,179109789,89456717,177648624
144697969,150826243,152085573,134599721
126873470,121649538,122097029,123211020
204939343,214402801,176760807,208594689
161258472,159602341,159022125,134489223
180419853,180422200,125558167,173626726
106159013,108060608,112691904,104319168
191111991,187409604,54568547,124605430
182509805,149533842,182702378,179901782
207658981,189318879,158523617,200535216
192742167,190022939,102986078,193077829
99110554,97011158,93548701,85719176
204899003,209682101,209072006,207699340
181279178,182373155,205303476,181905284
146415895,150919264,86992270,140430551
140933492,145545629,127612975,145963300
164951239,89491387,186175974,178931680
156154987,157475040,157005187,33707179
189049444,189960408,189510296,189781765
139295559,189672734,192430242,174467589
198231332,176849310,182169191,176889029
84951858,144344884,149055603,141133341
113437646,114353372,100653248,111166186
154610384,190304342,194188712,179657758
211021216,209246784,211024336,210303388
108910200,109618634,86992270,109525473
117056632,115811948,121939882,120536292
118844587,4193493,136471910,115292336
205593517,150968425,134701365,146955077
144736101,150716652,142286770,137694409
82702834,86907471,38732150,108151646
42954510,103194171,62498810,54838974
211495399,207767029,192702439,201588521
188588493,201818472,198328680,201021913
45919230,169067846,105126519,155440448
192406298,187565801,176856460,181206806
206956537,207690017,208431688,206423312
195723782,192540307,183391765,191628922
148034393,143842215,147265686,151186475
174036616,157646128,210076927,203933097
150402674,146410789,149194227,133244171
199476522,170491265,199549247,179002235
143298008,212610753,183598637,194535789
47298951,35576843,35284926,41927196
173558129,202272526,197314697,183965820
130063754,127496020,119077821,129606370
44662004,72521741,53074886,71646996
178906843,174832872,154218231,183803986
25663704,7295047,95611044,81421687
37811431,46409605,45702346,46465333
195483710,165655452,125984367,173719870
89731710,89548796,89111111,93521673
73062118,73577597,73355229,68159598
173302016,164779045,201157307,205367954
116480698,87856466,91595722,88035931
157735292,162409397,150985220,163565913
127468847,155592296,156387967,151450658
136788352,112548732,147852567,134877968
123814899,111989215,8495818,127502491
207001386,203215884,169024374,205095287
206536282,69300323,190314312,14810374
158535122,173130451,170125946,165749239
194776238,191892633,191669626,180365898
134678022,128222302,134372941,133577745
41481672,44335837,44909694,4423627
79586648,83243066,83205434,78768695
113935182,119092198,123309566,119767389
188131100,160036957,184715915,202344083
52224671,117577224,196229997,129511537
213578021,214442953,212541166,214488588
149584327,91621278,25029615,112348076
175545144,177732831,89424840,177292461
80179602,101105287,88321064,77781816
174364605,192417437,186175974,170005245
171665125,157097756,168224191,150979033
176863683,187565099,169021445,146337069
207214996,194104332,205303028,195189784
156726073,157037302,155594596,153050647
189646977,188408212,182336010,190695122
65501228,69453427,64591603,69599591
149731836,149579647,166686103,142384796
146918461,145628526,144855533,144414176
174112115,193490368,192268423,198491256
153567815,150732418,160254903,158493758
96119111,94787879,88309150,94269059
152536393,166404408,159412863,192719850
186111140,179106239,189770819,180946652
64597550,59628406,47109069,29907030
115123378,117787918,117788031,115094951
105732364,179706694,10062464,193932187
167044661,161856455,158840679,134599721
74000852,73468049,52120193,103246415
178081873,177067655,177542667,153671369
28930634,35577568,42823788,38549935
94463887,69193718,91385240,72660408
138617659,204423486,118792622,204423443
140062417,140502493,108967800,97391098
204481257,204510429,145809785,201677082
210996228,174687076,205644952,214556203
214201049,214013171,79041963,212930532
142793134,168406122,152902708,170228209
117878160,132699944,133236916,126867617
123492526,105834582,186105538,122991852
210648100,205384636,201964668,139557257
167296282,201891549,182904496,201893857
117813626,120217733,125741097,126394357
163794267,184154625,157519825,40706584
144756612,134253592,145141200,140749133
184524690,187523720,190812542,192734959
208070724,207252252,206349995,199072133
23331916,25171417,23806715,22475547
188559739,177804747,187743223,175651832
111184801,93920852,103021105,106388024
112268622,212856694,214684347,195553937
195013115,180520138,190823438,194997617
201658317,204163747,206172251,194913538
127718926,63368691,96893697,144876817
139136556,135638853,101369282,104895670
153961796,147361327,82332975,185068922
155614528,129852802,161306243,158080066
131658710,132283165,108196067,133039450
105425624,111896689,10062464,67872052
177991382,138549246,208312660,196370850
151754247,149537697,150536187,136186404
153821807,151066646,150135730,152827821
204638158,204300755,208574748,204071733
78588899,21586414,80815462,42874334
181988163,187072564,192577601,185119371
151927816,146950425,156199629,148934133
184982308,183564001,186144640,144840294
142274306,144835293,154185191,149613699
49569999,40356127,48083544,48998777
161238123,161237484,152354599,161018664
61359356,63891443,66116759,68011541
184780478,190216800,171067660,190485268
196595112,206197493,208023297,192785491
189834279,197974671,195955879,180365898
185529774,192234028,183560240,182006076
151910335,172538932,150226475,169720698
72730630,79453776,80124554,76079048
32455935,29991785,33884460,43158253
116798644,123805806,112348215,114738267
191563266,184081329,185744772,195933627
201270643,201267156,191435078,139505583
185749299,185013777,188257868,63742272
122781459,182080412,156003753,170720675
152173910,144907737,133525858,154725076
148708755,183730631,185293541,185954202
127428127,193711134,119546984,154718374
209725043,209189620,213025955,200654529
193372489,138876663,192534418,195401702
92433654,93156371,93854841,92128510
177522465,177427452,176645928,177522398
93370908,64356094,93621985,93581362
173579264,173191662,169603899,162256774
202565172,203539029,198217025,203299870
211381456,179732335,76413605,207764796
145008696,137613322,113648684,97705851
76009732,31373621,141450061,101879877
177218766,177943217,178004829,162303049
206921999,194442786,192963017,171125773
135658601,112052996,93166195,154928890
193372489,195129893,186686835,188607234
180496946,191702907,122054152,161602421
159670956,152507454,161637339,131140950
151910335,206568179,149289748,117620649
152016791,152304339,156674746,158311927
202589655,199943171,168819656,163786363
144888797,126842742,124847703,141266697
168354139,173941122,209792615,164888448
195706637,194592253,178744139,200328723
86316695,113456943,109733026,104276812
140831339,148616118,147571574,120603601
179597495,206532588,186904055,173492779
159343980,155725130,159140750,61102905
110934652,143568368,141798685,139397388
193387413,180942890,196434381,176651061
209759905,212305489,207912544,204210241
182579270,183376442,182266467,149173000
127458310,116108137,123140382,125601803
116460872,140920100,83422909,145465118
18686776,17563947,18009410,15314674
105190155,160419706,99720046,143870699
152333686,146538920,159206062,130299668
159848988,154974463,151971584,191554214
112745639,153539092,166444838,159487262
193330490,193529648,178893630,192970032
156531988,184860087,192131423,206630888
88277782,118355551,48767574,78621187
92662404,115291004,112071251,116746040
141406743,206197493,193355565,209143853
112983836,84038291,115355622,113648644
198008193,48034939,152756228,200845721
184949133,157851050,190159553,141915368
193817407,187598161,49610122,191318958
205176891,208434999,165657435,169737189
84755305,115649280,67942926,71565756
200925089,203416885,196569096,195997805
177991519,210767863,169045975,210626557
160549321,138081878,131107817,158367666
156098688,156933102,148691574,156580870
177415328,169186504,192129065,191819378
142687746,139461891,88902883,190295096
146383557,159841799,89424840,160415898
177055878,178192802,190332823,186667213
159581894,159934468,154343623,165308099
200647143,203317762,207772898,90192683
205448901,201380289,109728678,207407124
126471125,145007499,207263791,128921197
192915777,188278293,194442422,193744383
184910609,188484142,189787543,158499183
186039401,177158404,207588216,196361568
167967668,177991328,178239091,171696092
131715001,185070848,142105103,211837116
23646768,22671892,24313172,12187339
183880525,153218882,151876142,193177211
115228813,143448783,113751665,115201870
61780974,60566430,55089686,60797596
176728448,200738460,207703106,195394560
176880385,181093243,163194841,168293557
4859923,126769212,111625436,91552496
164872157,200188332,195612225,194507106
75237185,81826143,76994292,75237354
126383928,141958435,140010263,141782323
12931377,43386969,48367176,13870003
166290171,188237283,179091359,138010973
205356898,201702942,200957054,191568900
189264650,190878944,178461625,190880406
154691575,154869972,158627238,127758847
182254555,190164750,41648707,180488878
131420957,141000786,143852448,203933556
200578672,177402277,169021889,165571177
206235275,207201640,207270498,187299553
136486218,134411478,133209745,133354828
146254520,154816908,116391560,153692884
207767652,200785116,103236737,202733438
205410172,209271047,106377661,207136004
178407284,200686634,167699777,179330387
40174617,64342485,52152090,62987607
88170985,42932292,89424840,74167606
199974618,200916581,197493159,190634963
172482275,102579974,64110196,161297971
205642245,193711134,207095787,205233564
141028482,183645679,184017658,170780656
199530793,180262031,9202904,169964732
129413961,112620750,119148196,104609315
47819465,56569834,55937134,49495098
201396769,209267046,204375398,196777567
184387950,144232814,193853190,173227059
41288751,51541465,44465142,53209899
105465833,119397527,89743690,113720013
126304228,121862460,126627961,122394625
128546016,133217288,154034415,133994198
124720185,122248723,57635065,100521938
117796812,80689989,113139914,115773437
144039320,155825629,154473676,157882749
213643554,211406023,211259876,195492295
188121864,181337333,175094674,117963036
142707487,21944498,145317780,126764805
174751230,161485540,172017113,173236882
129819293,202584602,201261794,172688115
166966121,164988458,13489457,69918526
175189339,196104095,127825045,178131852
59328503,61828151,48677327,58746534
209536059,202109600,182013191,178803819
215215467,194648468,209979211,214768658
66260712,63936849,72438789,72087127
179900786,156457052,177067782,167261262
182877227,173533774,52000371,181060969
20695289,22165980,40802787,23411964
127562511,166690340,163134569,142394238
57399149,57399443,50799104,55431958
170832210,165996797,170445062,171068404
115272782,123491342,122435201,125295894
188221482,119955548,189077450,189572751
74099850,173213703,126775443,186879610
159938702,162044461,162312794,146332484
139854904,94220295,106895507,126844858
118003177,121972614,110740174,118988854
96961021,125000577,120492535,124520232
125505700,111701438,102929606,46703243
169768958,186746077,186286903,175266922
167621723,163137989,156222986,165798311
191067802,147398534,70936729,167242323
125959445,93413345,133345080,127076617
117094114,101355380,112602789,22103494
207785335,57214813,125556182,127335219
206904548,211179313,205807240,201480472
205051845,204388175,204481858,203607366
197972563,195996171,152220306,192966244
191422682,173374319,195729907,195828063
48852033,173093304,127825378,211259367
77282796,47795415,76821402,49213997
202922302,208379300,207051790,184020328
195135398,205282331,195676547,191963601
205942298,192143871,203470938,200043198
56028562,53693621,55397429,54812202
181334238,209493395,209479710,81046748
90171515,86672399,89292716,89473215
159111284,156524362,158878614,158612480
193221906,197611001,195300921,199550603
71367321,37975725,69826714,62179313
57406992,51041166,84086906,75703707
134678022,133337838,129210937,121286488
199497496,193344480,120503975,183841632
209716212,167839877,202872787,207779817
178206958,139085533,157787478,137043205
52439546,188480348,172444603,186152059
107911263,180626291,185400248,170427310
174009171,185392797,182589843,174068984
165101280,173814948,161476341,174723281
158181628,174472603,1119405,170997623
123959750,119070302,113809321,121545117
201629006,211429176,70965558,36451708
147369308,145962909,123528799,130524219
33547417,49079652,1154163,8444460
189923420,189922676,189924734,189923024
136191760,156379312,153327429,155274881
193957327,159469244,203776452,205064317
166642311,171576246,143080624,176110934
186683688,184321249,186540746,176516051
212296133,205359804,200919215,202995555
172691920,167261985,110845202,173212789
107367883,55812990,112712241,128632225
193417705,212394823,208657108,209831412
211286385,196533832,211735623,208853899
148332373,117971726,166679434,173236882
68136793,68187368,71133230,12852132
123184948,122326228,126897594,127466026
193510397,188741980,186587413,141803572
167590180,151561679,169817420,163689427
112719927,116136756,113751264,117364813
75288868,54806403,80527944,76133602
44366670,46324151,37503457,46504722
184410057,184681498,150423173,191548653
16048845,18392474,20566508,19868372
204958214,206185482,195675161,183801582
174680328,205022450,173710229,196327922
154307254,155678525,157050966,158713237
90212697,40938891,110810640,118309167
194468618,107667674,200994550,120110564
92443830,94347999,100316403,14590207
161517689,167823733,175226864,172549146
208765187,204940241,194988682,209854817
95373321,122726493,78182186,101847164
200774286,189960408,187591410,192673982
47819465,49613556,50457541,52476699
115463783,182006020,189524567,121101128
169779427,171537801,158340390,171664284
187496482,184982570,178091711,182557131
72621498,62094133,69658769,56722315
112373748,111251845,120719254,112293338
31480398,97238095,87436267,119348293
90218720,90017122,93451517,67787166
167169287,184027880,201700647,199430519
180613065,172605298,179940431,181145767
59382865,94740636,48767574,103925998
181263769,186606937,189922436,191539702
125568006,140107824,140558421,140985679
178360183,185332253,183807731,186190665
159667133,195178663,203780395,176283699
102355374,132025966,132569317,134094412
82223176,188252006,140515992,109017929
164373019,167014975,164645975,155432559
131905317,148040311,155035998,148350005
182933477,191678934,193631940,181352822
202965141,201051113,203394322,207967165
203364530,181273524,206233786,205428752
123515772,136469439,26907115,110953870
159528619,199916968,143778052,143358959
197593305,193655794,197593845,195691985
189816380,180565531,194361935,192916043
158890827,152736194,133381194,151975191
195043912,191742033,147501704,189067058
166966666,144352729,123828482,171966398
179312030,178826572,145809785,139997616
129649349,145350042,144756960,143083852
201690715,170728371,205752960,157630278
158673674,160147658,153155641,157516112
183978290,213811620,214926639,198509373
149540480,84488880,83170734,115405262
184701946,185841231,194361935,112857059
206907175,211967519,210426620,202169736
168933221,183686351,166724399,169906860
144423913,154588516,152180375,155035602
191249763,188311973,179100054,163895484
183719389,176456914,210750078,110910785
159848988,138139182,74107483,179656136
200289247,199633664,189174949,195894241
209888290,209281446,166935805,14812771
145859294,165123300,34691817,112640754
129512461,131588551,126799566,140152261
175295945,196375847,165221051,62900359
162677519,200602199,164377387,166917341
205735223,201443245,204472670,193311876
82974465,109549289,124847703,169916764
49158722,88217964,26907115,61063187
160803079,142186831,155458606,168540718
197292431,194618095,164407006,201252505
177763670,176845679,162640444,178074536
88497140,88039148,93854841,64726626
41648011,93756917,166650548,199526800
47225507,155337952,201905007,161073966
112584728,75930872,53331292,54189125
142249499,178046208,22712967,51118377
185397712,193030889,183416768,191819376
138886553,138360561,73784586,138348360
108722953,101987834,95211721,104379532
161597062,169471600,65202387,159507386
204840861,126033179,130871680,142239440
177621934,94790430,43183901,38027783
208307559,209167013,183005415,161403995
190952783,164903390,40519463,208794502
201695704,171564213,200286188,197664413
166633255,172907083,176901673,148936852
103408271,86449809,99328462,6361644
191111991,190209524,187283852,181855008
178817459,202795846,182677906,200419981
128147645,126861698,129634889,128869353
186179438,185926733,169022054,183612626
145398028,173296823,135558317,95409378
178715564,182350584,208194173,101362063
130400653,191884199,182745277,192002827
182302729,187263517,181344768,184915140
184946845,191735818,153330986,184422495
211441313,208609774,204642790,204074712
131589764,33610672,143596665,136201747
99923242,117388716,183166706,23434915
114836356,93262659,120037221,89533868
139834364,139493238,134863045,134150702
102525013,101546848,100886839,102403218
208750218,210089337,199858975,204681453
207214996,208742206,205019396,203490174
162612343,165583838,186540588,167679807
191714777,199918798,195275408,194599970
199174831,172992736,199191488,199174686
118902449,152513808,153349329,95459870
176683203,180609125,181769697,176683193
183740963,160238806,185040769,184927095
154627676,150277307,150327974,148326476
179756351,177308163,190625817,188807437
144694808,40745998,50904492,15507079
191311255,191311157,191313764,191223191
209550079,209221199,210389907,210998154
188640065,193786318,192031844,188977857
173619738,182893674,156954883,163752120
142893240,139941662,142540023,145710900
191424422,187519395,178240160,182870301
212372575,214762190,214669215,213454710
126599725,111562716,38737634,120597173
176616903,172611741,169022056,176356598
162257562,139849563,109343654,156063795
96841312,176813894,33701616,203269897
154937494,152605313,114117752,151640781
164421232,167013501,167958001,135546203
128327393,132200636,133367679,123269492
81140759,118416005,42816751,160938418
150978725,171486003,175468194,166278993
127620074,87025833,131176369,126470179
158712975,154208631,169681635,168196219
78183771,113104595,120467868,111488104
157045789,144134130,143080624,148914364
186069050,156456505,154882544,182653339
149030944,143184441,140706309,136243487
135647557,145969558,144315564,141882523
184803370,145698834,185922158,163529823
164176010,187078160,193725173,201421622
190305861,194386702,192798384,188407489
206506603,202607050,191220712,206532131
212271740,214328296,195624030,193100014
159116329,143446527,160553297,172036930
178454906,185350801,191435078,200160525
135691246,146307418,129997291,127338264
188104363,181437723,185534410,192916043
179227186,181513656,154112180,171357038
181540069,188063945,157672098,161636044
154603644,154210574,153994765,147322894
131769587,132756450,133888726,122009697
131228319,161216561,160818800,154960861
107978874,107056784,118906296,73095054
202651203,207351770,210024365,191219168
130903461,131399437,124125984,125359126
178874896,178357420,207974074,201738872
158161234,159666622,154696784,151545806
154642749,183583442,205303476,175008318
194672587,192534353,167789612,190308595
146391748,143075511,61935727,122397715
60727703,125476338,141119105,143770680
153667436,156459354,158796628,157363192
114680593,127129773,111611955,134583492
204975400,196088802,142138982,209916964
144473973,143075226,118584879,121134695
157459355,189295800,184401363,191552744
65908618,66037109,68290111,61811575
198769597,184615822,205523741,206294739
174862556,174878410,161005912,185402068
195298378,163884931,209470993,194999643
177031501,185082742,206531114,187599210
143441666,154043811,151368183,7341308
178271616,170430275,177759403,190080436
132662486,133167541,132765672,131423842
172194727,152298497,188114340,187483323
105676316,18453503,31761715,79717499
142687746,190433829,74389242,207024496
210531128,211238730,207963842,196353166
195730131,202225350,172505595,196969203
172147014,172847311,191623135,91948193
209270015,209659492,203803913,207211115
184390316,181986659,166052121,175918870
160469769,160051121,43216736,149528509
152036760,150135310,151372346,149576405
213815121,201044588,208101670,213815103
208101704,202647852,201932265,188013582
129316090,126420701,110874909,113024536
141928058,130876461,135604723,140959232
168365296,202657084,203691528,129096070
144583116,150465764,149804304,146006510
47585142,77529116,49614183,61396349
128962433,127473922,26907115,134005628
178520126,180885161,180543581,178294874
127389559,151087741,150270594,117466081
63967481,37920553,62833514,65018821
66941029,51916189,67362443,61410915
158495034,178473680,170355567,157195547
182583480,183376442,147465658,184261330
192408625,196169657,171913502,196169695
164530994,172480360,170445062,171607508
144482097,164561481,80241659,134026076
184275080,184357689,184022039,182889854
203783358,198859318,181801987,205033697
96226209,140734284,190751982,97906652
97650326,118692033,118496155,27521006
62979733,129339677,119882983,131502518
90413604,113103132,149094148,153807671
83388957,92184381,87433778,86405566
61098000,61445050,61278865,54758140
186719892,173855564,191738448,186950731
124467236,121243911,122164024,117522408
191896811,94515444,150551691,152228484
172147014,186204979,44114982,77510956
116101311,89664259,127092842,126339906
201908806,173584990,138019520,201909778
137868177,193464308,146456230,156942050
87373562,108724624,13109101,12553904
203034855,210839562,210012079,210973681
161248357,160059467,140392420,117928951
209925185,209830062,193824639,209830079
86998953,45176139,97383367,111944922
59738575,53125427,52553974,59116499
87272345,97745456,112602789,97210964
187547964,184611406,184607807,172842467
185779745,184899870,187130796,166367125
186075232,186983165,76662495,108390089
131981194,167703291,197553162,204071958
182471802,200434589,195220286,200419552
180641713,182451552,165765175,172327614
162447240,200033631,189243341,202014083
20380883,123913694,89432048,205076866
117309705,120455498,118450835,118295431
188221482,190951164,193091139,185832843
129991638,61795740,118183604,113597553
120974494,207204935,146606431,66298607
71875800,132385314,119179277,129606370
113749534,108704392,137381407,110183291
138314625,134978024,138248302,134089419
196270089,195990956,185943155,196267012
150121329,118014522,120542887,167065041
144926727,146380467,146705807,129525951
153791091,210332830,205441825,211087659
186037609,193614378,194187784,181353609
62864172,60528411,61289993,65620553
118201980,145295034,149868355,150339336
141950878,148173006,143929767,149856502
211739514,207090402,212877560,211974006
128217479,132681248,133920838,29907100
110778859,200916581,196569096,149962094
209032440,213995011,210982737,209856035
179291855,182576280,181365230,184107701
183858947,192709923,129375276,142423304
210124384,205083010,193457188,208600575
162127233,167374397,157966443,151573488
158022491,106161143,134010972,154165901
187547820,185087452,180382472,185547611
182276152,159836199,68118022,157021907
115935476,127143402,107546003,131740542
209351419,22208222,205947252,202623837
199798211,186210353,201666654,141640594
160969480,151831339,167443542,141232644
148819735,118578172,149721446,147532876
184612826,202738823,186773988,195560194
138435625,155302073,159239356,151837158
207065130,203936372,204628054,211640483
82399872,103847282,100357175,102984085
191422625,203934105,197385902,204121350
166966954,201567173,95559275,155432443
149266383,144898923,129823056,173409141
61343901,61441583,44465137,41301551
144042260,139257703,109517137,155849919
139045737,137889820,135644865,139542209
206367601,207603571,205103414,205565891
209811545,194865223,204042409,205819502
177067633,117907796,153562371,166670458
76158226,208665950,171921100,204694109
169731192,169911575,170043379,171215384
204656053,199559272,201971916,191944205
79676853,71652230,80158280,81031114
154884885,154884869,149721366,154884866
183915885,185236164,29102730,137062925
182319028,181315537,143851803,180595815
210716725,126897261,207221949,165778729
190060756,191315642,10481354,184975115
176132840,127292827,164091520,61094627
199617343,195003492,197302383,167674995
194059150,185192303,169021889,192916043
160836047,184728361,188855140,189319010
178556044,181275854,192994449,156256343
177268216,173618142,177601303,169720696
195943669,195779978,195954104,192479487
153841157,141808514,152902708,148228653
111366241,114568915,122072398,100862145
175355579,191611888,168878347,179663360
202385458,203219302,83555646,190769700
159950280,157172105,148485637,149913618
109641614,176080881,177675185,143680083
207430154,176748150,206349995,196974937
117421440,182292066,180741410,104278938
159755416,180269900,152244152,180890297
185074418,205424747,194748756,160064166
193569924,182470648,128151874,205017251
206453117,183205651,175777502,185169668
145504116,207812803,206978579,207518201
106305825,101212954,106428754,107512101
184902964,189105440,134045658,190108858
141115362,135517944,140065215,139923671
134849426,147418816,145491417,143334616
41645527,28976376,14321523,29628676
202248127,201540142,205128840,196350870
149840877,156443587,140374723,179037947
187341924,189632671,184017658,66944616
149630546,212197744,196065595,212232244
76966479,75232432,66729317,74172297
183325958,174472603,151876168,139042227
153052548,189960408,189317812,189500058
131166156,187959705,204803240,204550844
198598908,177460414,202176699,184749158
201494022,199302325,206201400,210384447
72221471,121920244,143778052,157811207
182733573,172516806,120676007,183407142
193730415,195332525,195657561,177938582
204001412,169365225,169046607,210220152
138099347,201814626,19851657,111170369
33166511,33878744,32181128,29867477
213578021,206197493,193894679,206044249
184526327,183099156,160257850,169070720
178220860,184995513,129823056,188839246
80162640,105714757,89424840,111157216
136819405,97881077,136942438,138000089
168441575,170728371,170125946,161304589
182236418,187387207,184613474,17662193
175800658,182573011,181452124,181451601
80898257,78815105,60417471,78622116
201443576,193622106,192553305,194421630
208282516,210013766,209309557,194137235
119116457,120142794,125100807,140849218
176740017,149837750,134612894,83274378
120233210,197111878,195257331,128689247
204817865,209922182,181795138,205574740
195885158,204289363,129774653,198034574
213854255,192374464,210239661,212143462
104761969,201499448,203617662,201499458
193063733,140956380,193192461,211425509
111167454,118520633,118361325,116897453
49933193,49933292,38715274,48304147
206995206,191321352,201626936,140338180
142487984,145016329,148340362,142563355
207324741,195890590,201598006,207114575
198326246,200463923,93884501,122154006
209216617,209804986,190418485,209266282
211858683,214936425,210547941,187130785
44613420,53483522,52674867,34487006
74498525,73709094,51088769,44375052
202111803,185213831,90913971,159723013
191642447,214073388,183262230,211362592
105425624,109011523,194269748,144548380
193698659,191184290,192728783,186318344
124394211,120611909,126616571,121101119
207939950,209380599,207768215,203697177
169755549,169628419,157692552,169755411
201150987,182659211,212332189,206211851
207016327,202225350,198366118,211587665
122571933,63595993,123224483,122547234
143169618,140869411,141715164,144185596
206966555,206943866,200888072,166184798
101355033,121776510,50243568,123996246
183264675,163635919,194029121,153665515
212992927,211838097,212921856,196684750
57385271,57918957,57957719,58877964
168149093,209947475,186750062,156913620
115642640,129669506,131963173,122398233
155592106,154108665,156786501,154718285
126604081,132349589,129505873,132198798
169004728,82574478,65234060,171484959
211100673,204451867,206561576,210012438
160337472,161507513,147465658,166247971
200245314,140990791,200095068,184235676
191642447,193777866,213568439,199850638
96119104,137742911,59873704,152511037
150908261,143987676,132781768,128626163
184507534,175424813,205303476,154480656
149985658,161205227,160253130,161206986
170404035,167770416,152790158,169065934
64165481,33755217,12748143,65018830
173123656,147555472,164549158,160147412
139420521,131109195,136180503,115111170
48851869,135349432,97067738,56406008
55839255,55005532,49587711,57805737
101750936,112569357,96877283,99123536
73519266,70999369,70626735,73021724
148026647,148349172,152354599,157874181
193576137,190533354,192728783,185315961
191423965,183679703,192747040,183678872
205181822,209862741,199892015,209921819
184247605,205449390,209224085,208178722
168927158,167976317,113692005,170458685
126507780,128213799,126566913,128963375
195192842,182373155,193699465,195933627
158360875,153644094,157123181,113943344
127561522,131106584,57764710,125442981
170374658,177005690,169043245,107013403
169009045,190046791,192361456,191819376
211812604,209128860,178461625,214029076
173221745,168571611,176317729,171142714
160312990,159579326,141496500,158767665
131714947,155429057,63947026,88779776
195691812,165534641,213495720,194642565
159581894,152759708,122957327,68159598
112998780,106738492,112915372,105806414
184501946,191500364,68307637,190316305
19514181,20573402,1003311,15143507
210598429,209886673,202561319,201332266
199890032,200906978,201389736,188597817
127665854,70203081,7532293,118105577
165356833,163669127,165633807,163173230
191257440,167839877,196569096,197791553
204367303,201392779,204215086,200562692
166518522,109703829,181978264,176836745
177494193,182566737,182691359,187494878
137907918,137656598,141262525,141111748
126658638,121120249,108751009,122592460
147330365,148545349,89194323,135665008
213104431,161655784,214784610,215204031
208064742,203043766,160813640,205500207
198296905,198196654,206338206,205039216
206134859,206130272,197810384,206130305
114636411,116959520,116275765,118873600
186403472,172742244,167675477,181047856
33166520,34573528,34871082,35586303
90200891,101871587,105465417,22103494
115815468,112747624,116387674,118603876
189014260,191906887,191907649,191907157
160669694,150471557,201905007,158724115
61044212,64378415,67485461,65019071
181241775,197030789,213443759,212582050
192574495,214049961,212626107,207991560
152606306,185082742,193436831,176864259
146702210,158546505,151039116,155268167
211022436,211445193,143804916,211944051
155982343,155839826,154706983,131138208
195939404,198410234,168647343,200382231
182875529,185849582,178461625,180370485
54605540,78574757,75158016,78552663
118301737,134853973,134852163,133249889
175936843,168013189,174803903,172889965
132031491,165562076,172848055,172005911
186786071,172352711,195432839,196401923
179294260,197998232,198615191,195661942
184096926,122129156,188111566,195321346
45214815,38434701,45446991,26549289
200134751,189405577,192998684,201778704
66291807,128248146,147571574,145720509
146348701,91342129,141328864,150425684
126756965,129000608,132080901,130097633
71612424,107371828,68113429,117586110
175297829,211222129,208283772,211834131
188607640,189823017,187974958,183722958
123378296,169705984,169020666,114007580
181710514,186686498,207360662,184121335
135599216,190231770,141658771,163437605
145636985,15413376,140246410,96385490
164461764,167971092,163094406,118133081
73269955,44044344,78967085,84369456
156860872,170944005,167035346,168744605
50772156,179876003,207195440,191702609
73016308,81498052,72473186,75083008
